date,open,high,low,close,volume
2022-02-25,52.2,53.0,51.18,52.95,3111775.0
2022-02-28,52.05,52.38,50.08,50.94,4747131.0
2022-03-01,50.85,51.4,48.32,49.49,4279400.0
2022-03-02,50.26,52.21,50.01,51.84,3486688.0
2022-03-03,52.36,53.2,51.35,52.02,4486054.0
2022-03-04,51.18,51.65,49.93,50.27,3762761.0
2022-03-07,49.66,50.25,46.47,46.61,4744858.0
2022-03-08,46.89,48.72,45.72,45.77,5252351.0
2022-03-09,47.11,48.68,47.01,47.77,3411998.0
2022-03-10,46.75,46.93,45.8,46.59,2763461.0
2022-03-11,47.29,47.3,45.14,45.3,2905286.0
2022-03-14,45.3,45.4,43.85,44.47,3271143.0
2022-03-15,44.71,46.03,44.6,45.94,2384512.0
2022-03-16,46.53,48.26,46.47,48.25,3488371.0
2022-03-17,47.67,48.89,47.31,48.86,2457485.0
2022-03-18,48.31,49.36,48.09,49.3,4232873.0
2022-03-21,49.46,49.64,48.34,48.95,1932920.0
2022-03-22,49.05,49.91,49.05,49.73,2051894.0
2022-03-23,49.05,49.67,48.46,48.68,1707772.0
2022-03-24,48.8,50.56,48.72,50.5,2037931.0
2022-03-25,50.4,50.83,49.4,50.81,2722878.0
2022-03-28,50.51,50.71,49.72,50.7,2265436.0
2022-03-29,52.0,52.29,50.72,51.89,2852934.0
2022-03-30,51.8,52.12,50.29,50.62,2916692.0
2022-03-31,50.13,50.68,49.65,49.65,2923274.0
2022-04-01,50.13,50.51,47.62,48.39,3610735.0
2022-04-04,48.7,49.38,48.34,49.34,2813254.0
2022-04-05,48.8,49.15,47.98,48.12,5940663.0
2022-04-06,47.23,48.07,46.15,47.86,4679129.0
2022-04-07,47.83,48.05,46.56,47.76,3649245.0
2022-04-08,47.49,48.15,47.12,47.2,2494736.0
2022-04-11,46.9,48.3,46.76,47.02,2406154.0
2022-04-12,47.7,48.42,47.43,47.5,2974169.0
2022-04-13,47.59,48.43,47.59,47.86,2322278.0
2022-04-14,46.44,47.58,46.26,46.34,4744276.0
2022-04-18,46.13,47.39,46.02,47.28,3215128.0
2022-04-19,47.28,49.05,47.1,48.95,3108733.0
2022-04-20,49.44,50.66,49.4,49.5,3531475.0
2022-04-21,49.92,51.04,49.89,50.24,4521100.0
2022-04-22,49.69,50.31,49.32,49.46,4257619.0
2022-04-25,48.94,51.11,48.84,51.01,5455160.0
2022-04-26,50.25,51.09,49.37,49.58,6116748.0
2022-04-27,49.04,50.78,49.04,50.05,4911944.0
2022-04-28,50.65,52.72,50.13,52.61,5801087.0
2022-04-29,53.15,54.65,52.92,53.07,8184987.0
2022-05-02,53.09,53.99,51.88,53.92,5633277.0
2022-05-03,60.04,62.61,59.21,61.72,21967493.0
2022-05-04,62.06,63.26,60.77,62.86,6438251.0
2022-05-05,61.73,62.31,60.33,61.19,4474999.0
2022-05-06,60.79,61.5,59.0,59.45,4634012.0
2022-05-09,58.05,60.47,56.2,56.53,5010947.0
2022-05-10,57.64,59.16,56.28,57.36,5485826.0
2022-05-11,57.33,59.3,55.59,55.75,4224719.0
2022-05-12,54.72,56.16,54.25,55.55,4246460.0
2022-05-13,56.45,58.67,56.45,58.45,3247971.0
2022-05-16,58.11,59.04,57.36,57.89,2899746.0
2022-05-17,59.05,61.66,59.03,61.19,4959636.0
2022-05-18,60.0,61.29,58.82,59.1,2736651.0
2022-05-19,58.6,59.59,57.93,58.01,2412794.0
2022-05-20,58.69,58.84,55.25,56.81,3147346.0
2022-05-23,57.13,58.06,57.0,57.34,3123401.0
2022-05-24,56.74,57.05,55.55,56.6,2227810.0
2022-05-25,56.01,59.44,56.0,59.1,3757085.0
2022-05-26,58.5,61.2,58.48,60.68,2722631.0
2022-05-27,61.28,62.25,61.06,62.25,2549373.0
2022-05-31,61.8,62.21,59.62,60.69,3635346.0
2022-06-01,60.89,61.46,59.43,60.28,2015802.0
2022-06-02,60.59,62.34,60.49,61.93,2353827.0
2022-06-03,60.71,61.18,59.98,60.08,1774012.0
2022-06-06,60.86,61.1,59.56,59.72,2467688.0
2022-06-07,58.86,60.48,58.62,60.32,2407535.0
2022-06-08,62.86,63.0,57.7,57.82,7200664.0
2022-06-09,57.37,58.11,56.48,56.58,4383526.0
2022-06-10,55.27,55.96,53.82,54.03,4678276.0
2022-06-13,51.94,52.48,50.23,50.36,4621127.0
2022-06-14,50.62,50.76,48.75,49.24,4167250.0
2022-06-15,49.47,50.52,48.56,49.95,4543486.0
2022-06-16,48.48,48.48,46.05,46.35,6050833.0
2022-06-17,46.5,47.03,45.27,46.35,6221019.0
2022-06-21,47.02,47.83,46.29,46.5,5025481.0
2022-06-22,45.5,46.68,45.11,45.52,3934115.0
2022-06-23,45.52,46.15,45.16,45.92,4099047.0
2022-06-24,46.3,47.73,46.09,47.07,2863244.0
2022-06-27,47.55,48.26,47.03,47.58,4216277.0
2022-06-28,47.82,48.46,46.64,46.74,2055888.0
2022-06-29,46.47,46.76,45.07,45.4,2594501.0
2022-06-30,44.5,45.53,43.81,44.83,4165292.0
2022-07-01,43.28,44.09,41.63,43.42,6023722.0
2022-07-05,42.33,43.96,41.97,43.79,3509855.0
2022-07-06,43.68,44.08,42.94,43.77,2702085.0
2022-07-07,44.42,45.18,44.19,44.86,2501084.0
2022-07-08,44.42,45.77,44.28,45.24,3148935.0
2022-07-11,44.82,45.5,44.06,44.82,3635717.0
2022-07-12,44.82,46.84,44.79,46.03,3534084.0
2022-07-13,44.85,46.49,44.84,46.31,2441864.0
2022-07-14,45.52,46.35,44.86,46.01,1955768.0
2022-07-15,47.15,47.49,45.72,47.41,2275455.0
2022-07-18,47.6,48.14,46.69,46.9,2950670.0
2022-07-19,47.82,48.79,47.59,48.56,2403762.0
2022-07-20,48.21,49.63,47.97,49.59,3606177.0
2022-07-21,49.72,50.45,48.79,50.43,2549183.0
2022-07-22,48.25,48.7,47.03,47.22,4148988.0
2022-07-25,47.37,48.15,46.39,46.84,4670808.0
2022-07-26,47.16,48.0,46.87,46.95,2328087.0
2022-07-27,47.3,48.74,46.69,48.43,2151636.0
2022-07-28,48.46,48.74,46.82,48.72,2675415.0
2022-07-29,48.72,49.16,48.08,49.1,2566754.0
2022-08-01,49.05,50.43,48.19,49.12,2903214.0
2022-08-02,48.8,49.18,47.94,48.47,2379633.0
2022-08-03,48.81,49.75,48.09,49.39,2739346.0
2022-08-04,49.38,50.05,48.7,49.91,3217130.0
2022-08-05,45.73,48.1,45.04,47.09,6047389.0
2022-08-08,46.77,48.68,46.58,47.58,5341967.0
2022-08-09,46.83,47.03,45.21,46.31,3616731.0
2022-08-10,47.42,48.34,47.12,47.68,2631530.0
2022-08-11,48.3,50.26,48.14,49.06,3604587.0
2022-08-12,49.34,50.95,49.14,50.67,2365716.0
2022-08-15,50.04,50.1,49.03,49.61,2335019.0
2022-08-16,49.22,49.84,49.08,49.24,1780350.0
2022-08-17,48.34,48.51,47.2,48.2,2402803.0
2022-08-18,48.31,49.23,48.0,48.72,1931615.0
2022-08-19,48.27,48.3,47.41,47.67,1828528.0
2022-08-22,46.56,46.7,45.92,46.06,4083507.0
2022-08-23,46.14,47.06,45.74,45.85,1947125.0
2022-08-24,45.43,46.73,45.38,46.21,2294453.0
2022-08-25,46.67,48.29,46.63,47.91,2513954.0
2022-08-26,47.87,47.91,45.49,45.49,2555207.0
2022-08-29,44.99,45.67,44.66,44.76,2148684.0
2022-08-30,44.67,44.7,43.13,43.36,4156756.0
2022-08-31,42.42,43.0,41.95,42.26,4296307.0
2022-09-01,40.79,42.17,40.38,41.99,7086198.0
2022-09-02,42.74,42.81,41.47,41.65,2851190.0
2022-09-06,41.48,41.88,40.52,40.97,3443653.0
2022-09-07,40.9,41.64,40.13,41.45,4086861.0
2022-09-08,41.17,42.47,40.64,42.41,4095929.0
2022-09-09,42.88,44.06,42.79,43.8,3525025.0
2022-09-12,44.09,44.49,43.09,43.27,4597429.0
2022-09-13,41.68,41.82,39.03,39.32,8297134.0
2022-09-14,39.32,39.53,37.75,38.33,5965384.0
2022-09-15,38.17,38.76,37.33,37.77,5113849.0
2022-09-16,37.07,37.62,36.32,37.22,7262967.0
2022-09-19,36.56,37.11,36.19,36.62,3909453.0
2022-09-20,35.9,36.08,34.94,35.54,5339895.0
2022-09-21,35.09,36.32,34.76,34.78,4321641.0
2022-09-22,34.56,34.8,33.53,33.82,4593115.0
2022-09-23,33.2,33.93,33.03,33.84,7479790.0
2022-09-26,33.43,33.78,32.35,32.4,4667051.0
2022-09-27,32.8,32.99,32.31,32.72,3828629.0
2022-09-28,32.72,33.52,32.54,33.15,3735274.0
2022-09-29,32.45,32.54,31.56,32.18,4544256.0
2022-09-30,32.12,33.96,32.12,32.55,6523621.0
2022-10-03,33.29,34.31,32.96,34.05,4149953.0
2022-10-04,34.98,36.5,34.94,36.46,10183155.0
2022-10-05,35.98,37.79,35.82,37.17,7048964.0
2022-10-06,36.92,37.35,35.21,37.06,9055846.0
2022-10-07,36.49,38.95,35.36,35.74,9719426.0
2022-10-10,35.58,35.98,34.39,34.66,3662836.0
2022-10-11,34.62,36.32,34.02,34.82,5766279.0
2022-10-12,34.74,34.82,33.27,34.28,7523791.0
2022-10-13,33.21,35.79,32.78,35.1,5870819.0
2022-10-14,35.36,35.42,33.65,33.72,3071449.0
2022-10-17,34.56,34.82,33.3,33.89,3827671.0
2022-10-18,34.95,35.14,33.17,33.61,3605086.0
2022-10-19,33.21,34.01,33.07,33.36,3879381.0
2022-10-20,33.6,34.36,33.02,33.47,4074385.0
2022-10-21,33.32,34.89,33.09,34.86,6230786.0
2022-10-24,34.76,35.24,34.06,34.92,4565527.0
2022-10-25,34.94,35.51,34.78,35.29,5727775.0
2022-10-26,34.5,36.24,34.16,35.28,7738238.0
2022-10-27,36.89,37.05,34.08,34.34,6786517.0
2022-10-28,34.25,35.81,34.18,35.5,4829125.0
2022-10-31,35.27,35.32,33.89,34.37,4432265.0
2022-11-01,35.06,35.92,34.92,35.7,8759337.0
2022-11-02,35.54,36.01,34.54,34.58,4148604.0
2022-11-03,34.07,34.26,33.03,33.71,3210602.0
2022-11-04,34.73,35.55,34.48,35.44,3496736.0
2022-11-07,35.77,36.66,35.18,36.62,3875843.0
2022-11-08,36.89,37.06,35.85,36.52,2588924.0
2022-11-09,35.73,35.89,34.27,34.35,5229601.0
2022-11-10,36.05,37.8,35.66,37.75,4485406.0
2022-11-11,38.0,39.99,37.86,39.75,3921584.0
2022-11-14,39.39,40.33,38.95,39.6,3584446.0
2022-11-15,40.56,40.97,39.21,39.46,3533510.0
2022-11-16,38.71,38.72,36.09,36.42,6852923.0
2022-11-17,35.53,36.56,35.21,36.53,4428809.0
2022-11-18,37.14,37.46,36.21,36.86,2239446.0
2022-11-21,36.33,36.37,35.48,35.95,3390419.0
2022-11-22,35.99,36.69,35.86,36.23,2804045.0
2022-11-23,36.03,37.11,36.02,37.0,3251693.0
2022-11-25,36.63,37.47,36.56,37.34,1221389.0
2022-11-28,36.76,36.86,35.9,36.11,2700872.0
2022-11-29,36.45,36.54,35.71,36.03,1990090.0
2022-11-30,35.42,36.87,34.46,36.75,6609054.0
2022-12-01,36.61,37.45,35.7,35.84,6129023.0
2022-12-02,35.11,35.61,34.73,35.45,4372246.0
2022-12-05,35.31,35.68,34.58,34.79,3046389.0
2022-12-06,34.71,34.82,33.56,33.89,5627043.0
2022-12-07,33.54,34.19,33.02,34.14,3882133.0
2022-12-08,34.48,35.38,34.35,35.23,9037610.0
2022-12-09,35.21,36.37,34.95,35.71,5379487.0
2022-12-12,35.53,36.29,35.34,36.21,4056186.0
2022-12-13,37.65,38.05,35.88,36.3,5905589.0
2022-12-14,36.17,36.77,35.58,35.83,3861097.0
2022-12-15,33.76,33.83,32.12,32.21,10835299.0
2022-12-16,31.95,32.65,31.76,31.94,9666803.0
2022-12-19,32.01,32.14,31.03,31.56,4661761.0
2022-12-20,31.94,32.67,31.7,32.08,5576538.0
2022-12-21,32.58,32.59,31.33,31.38,4729102.0
2022-12-22,30.58,30.69,29.73,30.64,5442227.0
2022-12-23,30.63,30.79,30.23,30.59,2558192.0
2022-12-27,30.41,31.28,29.79,31.17,3411578.0
2022-12-28,31.12,31.35,30.17,30.21,3000299.0
2022-12-29,30.56,31.63,30.43,31.57,4329328.0
2022-12-30,31.11,31.57,30.86,31.55,2631981.0
2023-01-03,31.93,32.29,30.96,31.41,3475893.0
2023-01-04,32.44,33.55,32.33,33.05,6348418.0
2023-01-05,33.46,35.37,33.26,35.23,10042192.0
2023-01-06,35.9,37.45,35.17,37.17,8388048.0
2023-01-09,37.31,37.98,36.61,37.59,7727442.0
2023-01-10,37.44,38.23,37.32,38.17,6550162.0
2023-01-11,38.32,38.45,37.82,38.42,3043418.0
2023-01-12,38.42,38.63,37.59,37.96,4091943.0
2023-01-13,37.57,37.74,36.98,37.22,4133834.0
2023-01-17,37.28,37.57,36.83,37.32,6684633.0
2023-01-18,37.88,38.36,37.32,37.47,2781290.0
2023-01-19,36.87,38.13,36.62,37.55,4248809.0
2023-01-20,37.71,38.47,37.2,38.46,5116993.0
2023-01-23,40.35,41.99,40.02,41.79,8279678.0
2023-01-24,41.13,41.92,40.74,41.1,4792606.0
2023-01-25,40.63,41.52,40.33,41.31,3074524.0
2023-01-26,42.47,43.83,41.82,43.76,6878875.0
2023-01-27,43.31,45.14,43.26,44.97,5393177.0
2023-01-30,43.91,44.81,43.85,44.24,6804849.0
2023-01-31,42.96,44.03,42.31,43.95,6306599.0
2023-02-01,43.84,44.37,41.04,43.32,15476319.0
2023-02-02,44.04,45.24,43.32,44.58,5386105.0
2023-02-03,43.6,44.82,43.07,43.25,5798714.0
2023-02-06,42.38,42.68,42.05,42.25,3540843.0
2023-02-07,42.25,43.28,41.88,43.08,3906863.0
2023-02-08,42.63,43.59,42.6,42.74,2890219.0
2023-02-09,43.05,43.4,41.85,41.99,3310041.0
2023-02-10,42.55,43.51,42.31,43.01,3025483.0
2023-02-13,42.79,43.33,42.45,43.04,2781368.0
2023-02-14,42.6,43.75,42.18,43.64,2168696.0
2023-02-15,43.15,43.69,43.04,43.67,3234539.0
2023-02-16,43.0,43.25,42.37,42.57,2004682.0
2023-02-17,42.35,42.5,41.42,41.58,2935388.0
2023-02-21,40.91,41.13,39.97,40.05,2729063.0
2023-02-22,39.96,40.56,39.33,39.57,2501206.0
2023-02-23,40.24,40.45,39.1,39.79,5267364.0
2023-02-24,38.93,39.4,38.62,39.11,2631660.0
2023-02-27,39.62,39.73,38.39,38.51,2402816.0
2023-02-28,38.83,38.83,38.27,38.48,3649424.0
2023-03-01,38.62,38.84,37.99,38.12,3631862.0
2023-03-02,37.84,38.52,37.18,38.38,2590690.0
2023-03-03,38.4,38.8,38.21,38.59,2261242.0
2023-03-06,38.76,38.85,37.66,37.78,6189265.0
2023-03-07,37.64,37.77,37.05,37.31,4126948.0
2023-03-08,37.44,37.93,37.23,37.9,2463445.0
2023-03-09,37.9,38.34,37.04,37.06,2663292.0
2023-03-10,36.97,37.04,35.76,36.06,5367756.0
2023-03-13,35.27,35.82,34.51,35.32,8292159.0
2023-03-14,36.12,36.37,34.95,35.29,3995548.0
2023-03-15,34.35,34.95,33.88,34.39,4433619.0
2023-03-16,33.86,35.48,33.75,35.34,4931336.0
2023-03-17,35.34,35.89,34.98,35.08,6316041.0
2023-03-20,35.13,35.44,34.81,35.2,5431923.0
2023-03-21,35.73,36.41,34.98,35.47,3957826.0
2023-03-22,35.25,35.9,34.67,34.7,2274150.0
2023-03-23,34.92,35.93,34.63,35.27,2529875.0
2023-03-24,34.94,35.39,34.88,35.26,2113967.0
2023-03-27,35.72,35.72,34.97,35.21,3965277.0
2023-03-28,35.03,35.12,34.23,34.61,3035277.0
2023-03-29,35.25,36.75,35.25,36.6,3704232.0
2023-03-30,36.88,37.4,36.88,37.28,2222460.0
2023-03-31,37.04,37.97,36.85,37.67,2565216.0
2023-04-03,37.65,37.69,36.81,37.2,2452025.0
2023-04-04,37.1,37.23,35.65,35.94,3610156.0
2023-04-05,35.58,35.58,34.74,35.06,6133812.0
2023-04-06,34.85,35.41,34.67,35.15,4669653.0
2023-04-10,36.5,38.43,36.49,38.04,9191716.0
2023-04-11,38.3,38.64,37.94,38.37,3206555.0
2023-04-12,38.81,38.88,37.57,38.0,3019401.0
2023-04-13,38.04,38.19,36.3,36.88,7742964.0
2023-04-14,36.91,37.0,35.36,35.46,5219017.0
2023-04-17,35.26,36.11,35.2,36.02,3697040.0
2023-04-18,36.15,36.26,35.42,35.72,2718060.0
2023-04-19,35.22,35.22,34.26,34.62,3672721.0
2023-04-20,33.78,34.34,33.08,33.32,4547153.0
2023-04-21,33.27,33.62,32.81,33.44,3545366.0
2023-04-24,33.13,33.25,32.67,32.9,3117273.0
2023-04-25,32.58,32.71,31.97,32.09,2908180.0
2023-04-26,32.26,33.0,32.26,32.68,3696134.0
2023-04-27,32.77,32.84,32.15,32.76,2702716.0
2023-04-28,33.09,34.55,32.86,34.44,3913457.0
2023-05-01,34.42,34.64,33.88,34.06,2729899.0
2023-05-02,34.1,34.21,33.23,33.47,2275862.0
2023-05-03,33.65,33.8,32.99,33.05,2072194.0
2023-05-04,33.01,33.14,32.64,33.04,2445163.0
2023-05-05,33.48,33.7,33.02,33.45,3032284.0
2023-05-08,33.34,34.27,32.97,34.18,4039490.0
2023-05-09,33.21,33.79,32.3,33.6,5914034.0
2023-05-10,33.96,34.5,32.32,32.88,4099118.0
2023-05-11,32.7,32.75,32.01,32.55,3682154.0
2023-05-12,32.73,33.04,32.37,33.03,3386368.0
2023-05-15,35.74,37.0,34.56,36.75,10442294.0
2023-05-16,36.75,37.09,35.84,36.61,4395753.0
2023-05-17,36.91,37.47,36.47,36.98,3893565.0
2023-05-18,37.02,38.87,36.91,38.74,5974330.0
2023-05-19,38.72,38.87,37.9,38.32,3133298.0
2023-05-22,38.25,38.7,37.58,38.37,3282961.0
2023-05-23,38.34,38.73,37.75,37.8,2530618.0
2023-05-24,37.37,37.85,37.13,37.23,2842548.0
2023-05-25,37.89,38.12,36.93,37.85,3328039.0
2023-05-26,38.03,39.99,37.99,39.71,5310091.0
2023-05-30,40.19,40.69,39.54,39.95,5492362.0
2023-05-31,38.85,39.23,38.4,38.73,7618528.0
2023-06-01,38.51,39.46,38.51,38.97,3063002.0
2023-06-02,39.68,40.37,39.26,40.24,3506273.0
2023-06-05,40.13,40.19,38.94,39.0,2224096.0
2023-06-06,38.6,39.79,38.53,39.48,2446488.0
2023-06-07,40.05,40.75,39.53,40.02,4311608.0
2023-06-08,40.0,40.25,38.99,40.1,3621764.0
2023-06-09,40.53,40.7,39.5,39.78,2257041.0
2023-06-12,39.83,40.38,39.7,40.31,3488508.0
2023-06-13,40.81,40.98,40.28,40.58,4271408.0
2023-06-14,40.52,40.97,40.14,40.46,2537534.0
2023-06-15,40.2,41.17,40.12,41.08,2874003.0
2023-06-16,41.42,41.47,39.92,40.47,5541217.0
2023-06-20,40.02,40.26,38.82,39.12,4378827.0
2023-06-21,38.82,39.1,38.34,38.42,2978550.0
2023-06-22,38.25,38.45,38.01,38.35,2320662.0
2023-06-23,37.8,38.14,37.53,37.86,4848112.0
2023-06-26,37.85,38.27,37.53,37.56,1862226.0
2023-06-27,37.64,38.37,37.0,38.21,6473535.0
2023-06-28,38.02,38.2,37.39,37.85,2642610.0
2023-06-29,38.04,38.19,37.48,37.6,2565653.0
2023-06-30,37.86,38.26,37.64,37.93,3254119.0
2023-07-03,37.87,38.53,37.83,38.51,1329953.0
2023-07-05,38.08,38.19,37.42,37.66,2046009.0
2023-07-06,37.08,37.38,36.45,37.36,2622253.0
2023-07-07,37.55,38.29,37.49,37.67,3963714.0
2023-07-10,37.5,38.12,37.36,37.87,4487620.0
2023-07-11,38.1,38.79,37.81,38.36,2912614.0
2023-07-12,38.89,39.09,37.88,38.42,2911311.0
2023-07-13,38.42,39.39,38.42,39.36,1978837.0
2023-07-14,39.2,40.97,38.34,39.66,7874152.0
2023-07-17,39.52,39.66,38.68,39.14,3084657.0
2023-07-18,38.76,38.9,37.83,38.46,3941497.0
2023-07-19,38.93,39.67,38.84,38.93,3225460.0
2023-07-20,38.54,38.87,38.09,38.28,4058726.0
2023-07-21,38.56,38.74,37.91,38.3,2727379.0
2023-07-24,38.37,39.01,38.14,38.92,3532686.0
2023-07-25,39.04,39.14,38.39,38.64,2659797.0
2023-07-26,38.43,39.15,38.43,38.88,2512738.0
2023-07-27,40.3,42.04,40.3,41.68,5722531.0
2023-07-28,42.31,42.72,41.87,42.03,3953824.0
2023-07-31,42.3,42.78,42.14,42.56,5952417.0
2023-08-01,42.0,43.02,41.19,42.87,5514519.0
2023-08-02,42.3,43.04,42.18,42.42,3805345.0
2023-08-03,42.03,43.67,41.75,43.26,3813479.0
2023-08-04,43.12,44.27,42.85,43.45,3906487.0
2023-08-07,43.8,43.99,43.2,43.5,2130856.0
2023-08-08,43.07,43.44,42.25,43.16,3489108.0
2023-08-09,42.95,43.12,42.45,42.58,2743022.0
2023-08-10,43.1,43.17,41.71,42.15,2914876.0
2023-08-11,41.89,42.32,41.8,41.88,1862576.0
2023-08-14,42.11,42.73,42.09,42.6,2016477.0
2023-08-15,42.24,42.27,41.03,41.05,2987708.0
2023-08-16,40.76,40.87,40.1,40.42,2366735.0
2023-08-17,40.64,41.28,40.13,40.29,2253784.0
2023-08-18,39.51,39.95,39.23,39.74,2405785.0
2023-08-21,39.69,40.45,39.55,40.4,1462238.0
2023-08-22,40.76,40.86,40.17,40.42,1836248.0
2023-08-23,40.33,41.23,40.18,41.05,1498115.0
2023-08-24,41.26,41.29,39.82,39.87,1922846.0
2023-08-25,39.93,40.02,38.84,39.49,2659561.0
2023-08-28,40.15,41.52,40.02,41.41,4268623.0
2023-08-29,41.35,41.72,40.96,41.55,2310745.0
2023-08-30,41.68,43.04,41.66,42.52,3508758.0
2023-08-31,43.81,45.63,43.77,45.0,6968597.0
2023-09-01,45.31,46.31,45.18,45.96,3226294.0
2023-09-05,45.4,46.33,45.07,45.79,4401991.0
2023-09-06,45.42,45.89,45.01,45.44,3397453.0
2023-09-07,44.34,44.34,43.12,43.43,4383768.0
2023-09-08,43.4,43.87,43.16,43.47,2708985.0
2023-09-11,43.98,44.05,42.78,42.9,2371142.0
2023-09-12,42.7,43.54,42.22,42.3,3479912.0
2023-09-13,42.73,43.76,42.68,43.22,3215746.0
2023-09-14,43.65,43.86,43.14,43.69,2493376.0
2023-09-15,43.63,43.84,43.28,43.6,4482657.0
2023-09-18,43.62,44.09,43.08,43.65,2207975.0
2023-09-19,43.6,44.28,43.43,43.92,3159083.0
2023-09-20,45.75,46.89,45.49,45.65,8479541.0
2023-09-21,45.16,45.48,44.39,44.44,3855838.0
2023-09-22,44.84,46.51,44.83,45.14,5078769.0
2023-09-25,44.79,45.17,44.39,44.62,2685874.0
2023-09-26,44.24,44.94,43.74,44.27,3571053.0
2023-09-27,44.66,45.22,44.28,44.56,2547739.0
2023-09-28,44.62,46.0,44.59,45.8,3282054.0
2023-09-29,46.05,46.17,45.54,45.63,2512105.0
2023-10-02,45.86,46.52,45.24,45.47,2580482.0
2023-10-03,45.24,46.1,44.65,44.82,2146236.0
2023-10-04,44.97,45.34,44.55,45.29,2445402.0
2023-10-05,46.51,47.14,45.62,46.11,4017781.0
2023-10-06,45.85,46.58,45.52,46.4,3196192.0
2023-10-09,45.88,46.01,44.82,45.4,2171409.0
2023-10-10,45.4,46.03,45.2,45.35,2192743.0
2023-10-11,45.35,46.4,45.35,46.39,2501831.0
2023-10-12,46.5,46.63,45.38,45.62,2998393.0
2023-10-13,46.07,46.65,45.59,45.7,3111423.0
2023-10-16,45.79,45.99,45.36,45.75,2241587.0
2023-10-17,45.11,46.01,43.58,44.14,7855161.0
2023-10-18,43.84,44.97,43.83,44.45,3809634.0
2023-10-19,44.39,44.57,42.83,43.06,3407064.0
2023-10-20,43.01,43.42,42.65,42.86,3768291.0
2023-10-23,42.45,42.68,41.65,41.81,4064299.0
2023-10-24,42.3,43.0,42.195,42.96,4314223.0
2023-10-25,42.94,43.485,42.03,42.18,2764299.0
2023-10-26,42.1,42.34,35.62,38.26,17872244.0
2023-10-27,38.67,39.41,38.08,38.97,6533311.0
2023-10-30,43.15,44.17,40.8101,41.8,16960121.0
2023-10-31,39.0,41.55,38.43,40.15,19497622.0
2023-11-01,39.82,41.86,39.76,41.74,20959915.0
2023-11-02,41.875,42.93,41.83,42.16,7657595.0
2023-11-03,42.37,43.71,42.2859,43.01,4479704.0
2023-11-06,42.72,43.7,41.78,43.17,4425979.0
2023-11-07,42.82,43.25,42.44,43.09,5720400.0
2023-11-08,43.1,43.46,42.6501,43.255,3119665.0
2023-11-09,43.7,45.29,43.58,44.18,6196858.0
2023-11-10,44.36,45.185,44.04,45.0,4024123.0
2023-11-13,44.68,45.19,44.13,45.18,3457999.0
2023-11-14,46.17,46.48,45.7,45.87,4253805.0
2023-11-15,45.53,46.255,45.23,46.03,3625556.0
2023-11-16,45.69,46.34,45.23,46.01,3537304.0
2023-11-17,46.3,46.81,46.11,46.62,3469827.0
2023-11-20,46.7,47.42,46.6,47.35,3757132.0
2023-11-21,46.61,47.04,46.11,46.24,4360645.0
2023-11-22,46.41,47.24,46.41,46.91,3444115.0
2023-11-24,46.56,46.79,46.05,46.6,2260951.0
2023-11-27,46.41,47.53,46.285,47.21,4263548.0
2023-11-28,46.93,47.13,46.42,46.89,4208531.0
2023-11-29,47.62,48.23,47.125,47.32,4765897.0
2023-11-30,47.57,48.43,46.96,48.31,16745610.0
